word,wordFreq,letterFreqSum,letterPosFreqSum
WOKEN,364304.0,2960,821
SILKY,1749406.0,2688,1097
WRECK,2447935.0,3006,789
DWELT,512083.0,3262,747
SLATE,3813904.0,4318,1432
SMACK,1451860.0,2644,972
SOLID,37426444.0,3200,1032
AMAZE,791672.0,2561,926
HAZEL,2841268.0,3348,857
WRIST,6143580.0,3158,1039
JOLLY,2522092.0,1920,937
GLOBE,14554904.0,3289,1004
FLINT,3230800.0,2917,1036
ROUSE,812361.0,4014,1142
CIVIL,49495349.0,2013,761
VISTA,13991160.0,3194,526
RELAX,8856944.0,3855,628
COVER,94501729.0,3507,1056
ALIVE,16064787.0,3743,1073
BEECH,2327119.0,2372,878
JETTY,765224.0,2410,875
BLISS,3708978.0,2334,846
VOCAL,9082826.0,3071,695
OFTEN,92551460.0,3514,608
DOLLY,2266400.0,2286,1028
EIGHT,32567724.0,3326,621
JOKER,1492319.0,3117,841
SINCE,214302926.0,3616,1275
EVENT,125515260.0,2684,699
ENSUE,347067.0,2937,743
SHUNT,604152.0,2823,1109
DIVER,2452406.0,3342,891
POSER,1361002.0,3913,1030
WORST,16975343.0,3241,948
SWEEP,3623863.0,2457,960
ALLEY,4541475.0,3345,1134
CREED,3398609.0,2995,1078
ANIME,31334688.0,3764,983
LEAFY,704018.0,3574,1033
BOSOM,712863.0,2017,706
DUNCE,112570.0,3137,1005
STARE,1925618.0,4499,1320
PUDGY,89451.0,1958,841
WAIVE,1789027.0,3221,1119
CHOIR,5156247.0,3182,955
STOOD,11116275.0,2543,935
SPOKE,11577917.0,3226,1146
OUTGO,34007.0,2258,471
DELAY,21911190.0,3738,990
BILGE,412304.0,3206,984
IDEAL,26036289.0,3984,548
CLASP,1354393.0,3199,931
SEIZE,1908868.0,2608,1314
HOTLY,364264.0,3009,985
LAUGH,9822471.0,2854,769
SIEVE,851108.0,2720,1210
BLOCK,49694725.0,2434,879
MEANT,17832930.0,3823,1089
GRAPE,3638159.0,3777,1160
NOOSE,378201.0,3224,1152
HARDY,4748572.0,3076,969
SHIED,103457.0,3348,1211
DRAWL,112289.0,3175,864
DAISY,5124326.0,3130,1216
PUTTY,1065017.0,1984,940
STRUT,1271153.0,2760,940
BURNT,3221640.0,2945,956
TULIP,2406691.0,2946,660
CRICK,362258.0,2252,994
IDYLL,120651.0,2203,400
VIXEN,885674.0,2662,704
FUROR,177433.0,2345,827
GEEKY,987806.0,2174,952
COUGH,3451640.0,2391,855
NAIVE,1848489.0,3600,1074
SHOAL,435185.0,3499,1069
STORK,728360.0,3257,948
BATHE,494252.0,3601,1038
AUNTY,239524.0,3167,965
CHECK,244491090.0,2302,782
PRIME,38308402.0,3478,1164
BRASS,14298573.0,2820,953
OUTER,11245167.0,4075,867
FURRY,1887389.0,2016,997
RAZOR,3451657.0,2665,764
ELECT,5748899.0,3150,852
EVICT,211591.0,3256,756
IMPLY,4491299.0,2491,655
DEMUR,45556.0,3302,707
QUOTA,3245515.0,2952,653
HAVEN,10569212.0,3317,870
CAVIL,27985.0,2988,864
SWEAR,3082372.0,3964,960
CRUMP,328553.0,2519,754
DOUGH,3032657.0,2309,768
GAVEL,352668.0,3383,941
WAGON,5198530.0,2805,715
SALON,10079006.0,3685,1043
NUDGE,942601.0,2972,795
HAREM,435962.0,3805,896
PITCH,9800556.0,2626,740
SWORN,2332355.0,3085,932
PUPIL,4167137.0,2217,696
EXCEL,14133468.0,2458,615
STONY,1907651.0,3147,1231
CABIN,8052267.0,2973,846
UNZIP,1014009.0,2114,345
QUEEN,32366847.0,2298,833
TROUT,5369048.0,2845,994
POLYP,197981.0,2258,591
EARTH,61059905.0,4218,815
STORM,22242164.0,3363,877
UNTIL,113090086.0,3154,544
TAPER,1294069.0,4196,1040
ENTER,119394206.0,3429,800
CHILD,119747393.0,2641,888
ADOPT,11272339.0,3215,706
MINOR,29782623.0,3209,789
FATTY,5363547.0,2357,1053
HUSKY,1606901.0,2155,753
BRAVE,5221356.0,3534,1213
FILET,550472.0,3574,1019
SLIME,869502.0,3600,1321
GLINT,272373.0,2998,1016
TREAD,1672572.0,4224,873
STEAL,6257493.0,4318,936
REGAL,2236787.0,4128,730
GUEST,55293215.0,3403,901
EVERY,189325890.0,2703,778
MURKY,532036.0,2313,874
SHARE,119294241.0,4157,1387
SPORE,589081.0,3913,1241
HOIST,905107.0,3207,1038
BUXOM,237464.0,1852,544
INNER,17552078.0,3370,788
OTTER,1662335.0,3609,759
DIMLY,342692.0,2519,899
LEVEL,202563642.0,2098,850
SUMAC,181045.0,2900,804
DONUT,836168.0,2914,862
STILT,188393.0,2783,1123
ARENA,13966572.0,3675,829
SHEET,44295187.0,3014,1257
SCRUB,2360299.0,2786,661
FANCY,8777135.0,2676,1090
SLIMY,346686.0,2794,1263
PEARL,18707334.0,4183,993
SILLY,6833654.0,2478,1204
PORCH,3420626.0,2877,870
DINGO,420174.0,2699,583
SEPIA,741438.0,3908,884
AMBLE,141586.0,3517,818
SHADY,2059463.0,2847,1248
BREAD,13575360.0,3775,897
FRIAR,422181.0,2771,1042
REIGN,3505605.0,3680,818
DAIRY,8781961.0,3359,1195
QUILL,790160.0,1881,791
CROSS,74230978.0,2793,915
BROOD,1042305.0,2323,933
TUBER,243798.0,3602,920
SHEAR,2886210.0,4157,1060
POSIT,292597.0,3185,911
BLANK,18150537.0,2754,974
VILLA,17587586.0,2513,581
SHANK,1311484.0,2813,1110
PIGGY,1053871.0,1769,849
FREAK,3908219.0,3541,854
WHICH,810514085.0,1726,779
AMONG,83431590.0,2927,644
FECAL,1032064.0,3625,749
SHELL,20599318.0,3001,1003
WOULD,572644147.0,2522,806
ALGAE,2068644.0,3231,991
LARGE,165863763.0,4128,1052
RABBI,3488700.0,2822,500
AGONY,1543205.0,3035,940
AMUSE,554922.0,3655,936
BUSHY,445882.0,2225,830
COPSE,90567.0,3491,1127
SWOON,248694.0,2188,914
KNIFE,11297715.0,2912,830
POUCH,4023912.0,2446,872
ASCOT,888745.0,3600,597
PLANE,17799728.0,3859,1251
CROWN,16651038.0,2892,863
URBAN,38087999.0,3191,648
SNIDE,238032.0,3534,1209
RELAY,9275052.0,4242,984
ABIDE,3722809.0,3548,913
VIOLA,2458792.0,3266,712
RAJAH,157089.0,2286,711
STRAW,3958211.0,3463,784
DILLY,161256.0,2203,950
CRASH,15302627.0,3402,1079
AMASS,181774.0,1959,691
THIRD,95489240.0,3076,827
TRICK,8208473.0,2981,945
TUTOR,4635949.0,2845,789
WOODY,4355633.0,1764,1037
BLURB,776249.0,2359,699
GRIEF,4552843.0,3336,992
DISCO,7067687.0,2959,600
WHERE,360468339.0,2708,975
SASSY,1657970.0,2067,1284
BEACH,105642682.0,3347,1007
SAUNA,4202256.0,2682,1079
COMIC,16695850.0,2214,727
CLUED,125391.0,3280,999
CREEP,1811981.0,2967,1016
CASTE,1166877.0,4077,1143
GRAZE,364990.0,3452,1130
SNUFF,861230.0,1936,678
FROCK,185379.0,2564,908
GONAD,95676.0,3004,811
DRUNK,10519219.0,2539,838
PRONG,1059042.0,2898,874
LURID,226354.0,3142,711
STEEL,49452604.0,3343,1092
HALVE,240290.0,3460,952
BUYER,42024703.0,3297,917
VINYL,17009819.0,2535,539
UTILE,287546.0,3811,960
SMELL,6642666.0,2930,897
ADAGE,419158.0,2908,964
WORRY,13243591.0,2268,1038
TASTY,3565676.0,2796,1036
LOCAL,270742935.0,2919,739
TRADE,110086585.0,4224,1213
FINCH,1816047.0,2334,760
ASHEN,184747.0,3833,613
MODAL,1718570.0,3153,778
GAUNT,338487.0,3053,1019
CLOVE,698870.0,3326,1108
ENACT,1263603.0,3982,868
ADORN,464591.0,3591,683
ROAST,3205415.0,4022,1114
SPECK,757962.0,2948,866
SHEIK,596893.0,3165,957
MISSY,1925451.0,2078,923
GRUNT,616546.0,2975,982
SNOOP,2787168.0,2359,883
PARTY,144707500.0,3390,1111
TOUCH,36831035.0,2810,880
MAFIA,2666020.0,2190,657
EMCEE,294621.0,2021,906
ARRAY,25150016.0,2296,1096
SOUTH,238581133.0,3003,1085
VAPID,110502.0,2555,680
JELLY,3698541.0,2397,899
SKULK,24018.0,2060,815
ANGST,1232364.0,3255,718
TUBAL,566730.0,3166,707
LOWER,72606927.0,3790,922
CREST,5477034.0,3999,1066
SWEAT,4551615.0,3796,1001
CYBER,9289150.0,3306,806
ADORE,1176240.0,4248,975
TARDY,303140.0,3418,1049
SWAMI,900023.0,2823,794
NOTCH,3302495.0,2917,714
GROOM,2637912.0,2276,799
ROACH,3017586.0,3487,977
HITCH,2730000.0,2261,668
YOUNG,136341684.0,2526,673
ALIGN,5478643.0,3244,812
READY,62667516.0,3919,1085
FROND,86555.0,2845,945
STRAP,11414669.0,3634,823
PUREE,438733.0,2958,1229
REALM,6122762.0,4134,856
VENUE,14204074.0,2421,925
SWARM,1158175.0,3050,907
OFFER,126228968.0,3109,604
SEVEN,44224906.0,2623,1103
DRYER,5592001.0,2944,937
DIARY,14922472.0,3359,1132
DRYLY,96792.0,2430,933
DRANK,1777243.0,3048,979
ACRID,104638.0,3410,619
HEADY,434375.0,3409,1049
THETA,5070673.0,3321,672
JUNTO,128329.0,2548,539
PIXIE,1037554.0,2302,934
QUOTH,282770.0,2364,727
BONUS,27819488.0,2740,707
SHALT,1854326.0,3475,1230
PENNE,400010.0,2168,1123
AMEND,7806844.0,3487,655
DATUM,2226219.0,2879,650
BUILD,77203075.0,2525,904
PIANO,19419956.0,3336,888
SHELF,11287023.0,3230,874
LODGE,21541130.0,3402,939
SUING,816011.0,2687,1039
REARM,45604.0,3418,844
CORAL,8818272.0,3816,957
RAMEN,373754.0,3991,918
WORTH,48075237.0,2960,800
PSALM,2220027.0,3040,667
INFER,1104540.0,3599,676
OVERT,871540.0,3761,636
MAYOR,15030847.0,3365,784
OVOID,105072.0,1968,575
GLIDE,1731344.0,3319,1072
USAGE,25440406.0,3649,853
POISE,339263.0,3686,1279
RANDY,8110369.0,3262,979
CHUCK,9574825.0,1538,770
PRANK,825027.0,3020,1009
FISHY,658490.0,2378,808
TOOTH,5551049.0,1869,947
ETHER,1877315.0,3243,688
DROVE,5545848.0,3425,1088
IDLER,358013.0,3906,696
SWATH,438339.0,2953,991
STINT,855795.0,2640,1143
WHILE,226194991.0,3197,1076
BEGAT,191296.0,3524,896
APPLY,76341478.0,2480,784
SLANG,1817718.0,3242,1094
TAROT,3561389.0,3354,1001
RADAR,14982375.0,2265,858
CREDO,446499.0,3748,769
AWARE,25700328.0,3296,1062
CANON,41144763.0,2776,901
SHIFT,19811555.0,2683,1063
TIMER,7488669.0,3842,941
BYLAW,1070798.0,2589,486
SERUM,5854942.0,3577,893
THREE,223417394.0,3243,1196
STEAK,4413680.0,3812,894
ILIAC,181298.0,2836,693
SHIRK,194196.0,2832,1038
BLUNT,4129800.0,2764,973
PUPPY,6662287.0,1255,797
PENAL,1467202.0,3859,836
JOIST,194739.0,2847,989
BUNNY,5730050.0,1743,1041
SHAPE,25675227.0,3625,1287
BEGET,119815.0,2549,1052
WHEEL,25342937.0,2527,876
ADEPT,1595303.0,3692,640
STUNT,1754828.0,2436,1042
STOLE,2814273.0,4096,1269
TOPAZ,2348935.0,2862,651
CHORE,565322.0,3742,1157
FLUKE,1168887.0,2851,977
AFOOT,364417.0,2686,776
BLOAT,315923.0,3453,1031
BULLY,1532418.0,1886,996
DENSE,5225392.0,2864,1082
CAPER,485193.0,3942,1089
SNEER,203583.0,3368,1159
BOXER,3592432.0,3197,994
JUMBO,3237095.0,1842,348
LUNGE,199129.0,3295,907
SPACE,121505269.0,3713,1304
AVAIL,3902711.0,2513,774
SHORT,106755242.0,3434,1155
SLURP,495920.0,3112,936
LOYAL,4498834.0,2868,712
FLIRT,1817719.0,3241,1004
PIZZA,14763787.0,2050,436
CONCH,379190.0,2188,901
TEMPO,3372997.0,3393,559
DROOP,156194.0,2408,809
PLATE,24275560.0,4015,1208
BIBLE,45080741.0,2896,1014
PLUNK,106835.0,2330,801
AFOUL,159727.0,3139,628
SAVOY,1246516.0,2972,1214
STEEP,3399504.0,2992,993
AGILE,1808955.0,3901,1001
STAKE,5061965.0,3812,1225
DWELL,2014411.0,2533,649
KNAVE,149542.0,3140,880
BEARD,3166516.0,3775,988
AROSE,2609029.0,4523,1243
MOTIF,2961524.0,2697,681
SMASH,3192001.0,2346,1017
BROIL,479526.0,3316,996
GLARE,1567097.0,4128,1193
SHOVE,847364.0,3190,1219
BAGGY,419677.0,1989,984
MAMMY,145805.0,1715,904
SWAMP,2575587.0,2518,839
ALONG,83444756.0,3327,806
RUGBY,12992179.0,2377,745
WAGER,1366964.0,3606,983
QUACK,484886.0,2155,777
SQUAT,925062.0,2867,950
SNAKY,18580.0,2850,1177
DEBIT,4633794.0,3302,819
MANGE,250483.0,3404,1046
SKATE,4932092.0,3812,1242
NINTH,4390562.0,2359,651
JOUST,160309.0,2643,888
TRAMP,1087707.0,3282,846
SPURN,79323.0,2969,871
MEDAL,7747036.0,3630,740
MICRO,22219932.0,3111,572
REBEL,6527810.0,3123,875
FLANK,910609.0,2703,936
LEARN,179428286.0,4391,914
NADIR,353146.0,3508,786
MAPLE,9704551.0,3602,1052
COMFY,1245404.0,2197,937
REMIT,1111713.0,3842,818
GRUFF,237505.0,1902,608
ESTER,1581770.0,3524,729
LEAST,111229798.0,4318,1058
MOGUL,753098.0,2561,690
FETCH,2897593.0,3050,774
CAUSE,65904680.0,3814,1260
OAKEN,69075.0,3741,805
AGLOW,110328.0,2948,412
MEATY,395095.0,3674,1157
GAFFE,132748.0,2744,901
SHYLY,213165.0,2195,1064
RACER,3625077.0,3577,995
PROWL,343421.0,2925,831
THIEF,2970770.0,3245,903
STERN,4643592.0,4097,899
POESY,62166.0,3440,1132
ROCKY,10404321.0,2759,859
TWEET,168757.0,2153,941
WAIST,5013500.0,3236,1076
SPIRE,725421.0,3830,1264
GROPE,160148.0,3555,1097
HAVOC,1692191.0,2742,585
PATSY,1064602.0,3161,1091
TRULY,21693553.0,3232,1107
FORTY,7415064.0,3032,1080
DEITY,1262430.0,3446,1121
UNCLE,8127694.0,3460,760
SWISH,949054.0,1919,983
GIVER,698546.0,3259,895
PREEN,73524.0,3065,1033
BEVEL,571985.0,2378,936
LEMUR,287912.0,3625,683
DRAFT,35033621.0,3223,972
SLOPE,6469975.0,3732,1280
ANNOY,1497815.0,2725,860
LINGO,1055245.0,3022,559
BLEAK,1088632.0,3411,825
DITTY,281979.0,2216,926
CURLY,2231026.0,2978,1072
CEDAR,9484993.0,3970,888
DIRGE,384505.0,3500,973
GROWN,13931521.0,2727,780
HORDE,3026646.0,3660,1002
DROOL,539170.0,2759,908
SHUCK,116293.0,2206,937
CRYPT,1904607.0,2890,797
CUMIN,612220.0,2500,732
STOCK,176295589.0,2835,948
GRAVY,1441099.0,2758,1097
LOCUS,3009222.0,3078,540
WIDER,8186703.0,3384,888
BREED,7716901.0,2800,1053
QUITE,58777731.0,3124,1035
CHAFE,118832.0,3296,1105
CACHE,17250923.0,3067,1008
BLIMP,263458.0,2347,763
DEIGN,94806.0,3176,824
FIEND,670385.0,3095,813
LOGIC,23989892.0,2924,622
CHEAP,97049762.0,3432,737
ELIDE,23795.0,3009,1029
RIGID,4240019.0,2270,649
FALSE,33476460.0,3818,1144
RENAL,4494106.0,4391,800
PENCE,1009358.0,2643,1091
ROWDY,510507.0,2661,843
SHOOT,12695618.0,2537,1137
BLAZE,2448412.0,3241,1121
ENVOY,1574245.0,3132,704
POSSE,1038358.0,3016,1093
BRIEF,32599674.0,3306,1050
NEVER,149556758.0,2852,857
ABORT,1569892.0,3634,802
MOUSE,33667003.0,3433,1144
MUCKY,111308.0,1891,767
SULKY,156355.0,2484,1081
FIERY,1838655.0,3450,1027
MEDIA,216432510.0,3584,644
TRUNK,11020361.0,2875,876
YEAST,6083904.0,4026,977
CLEAR,88447610.0,4293,949
SKUNK,937406.0,1917,835
SCALP,1356840.0,3199,929
BITTY,409188.0,2103,988
CIDER,1743446.0,3665,1004
KOALA,922217.0,2654,830
DUVET,1567578.0,2970,916
SEGUE,234120.0,2674,1177
CREME,1724183.0,2918,1132
SUPER,66703287.0,3626,1137
GRILL,10254124.0,2593,965
AFTER,372948094.0,4060,789
OWNER,58189056.0,3647,752
EMBER,488846.0,2723,696
REACH,35687918.0,3964,939
NOBLY,118764.0,2746,898
EMPTY,26206017.0,3064,670
SPEED,83135749.0,2656,1039
GIPSY,387772.0,2437,908
RECUR,378119.0,3068,696
SMOCK,220361.0,2422,909
DREAD,1649823.0,3495,835
MERGE,5961585.0,2753,1009
BURST,5147573.0,3040,945
KAPPA,2793667.0,1550,494
AMITY,540428.0,3114,947
SHAKY,766843.0,2664,1234
HOVER,1553261.0,3419,927
CAROL,11109404.0,3816,952
SNORT,1522943.0,3620,1098
SYNOD,1095269.0,2811,774
FAINT,2565744.0,3176,1140
HAUNT,985188.0,3130,973
FLOUR,5162842.0,3061,872
CHAIR,40764005.0,3404,1018
DETOX,2297343.0,3142,603
SHREW,382770.0,3376,1007
TENSE,2320926.0,3200,1120
PLIED,243191.0,3374,1043
QUARK,2286617.0,2577,777
BURLY,250632.0,2783,1047
NOVEL,21821189.0,3424,838
WAXEN,31767.0,3009,846
STOIC,272080.0,3295,874
JERKY,763325.0,2788,843
BLITZ,2476009.0,2435,782
BEEFY,366863.0,2163,990
LYRIC,6970278.0,3182,461
HUSSY,85775.0,1945,869
TOWEL,4901668.0,3622,927
QUILT,5187075.0,2610,889
BELOW,145701629.0,3173,675
BINGO,9539002.0,2586,645
WISPY,119494.0,2321,777
BRASH,461753.0,3207,1054
SCONE,213031.0,3699,1252
TOAST,3262695.0,3125,1158
EASEL,791426.0,3589,929
SAUCY,474568.0,3008,1348
VALUE,182061247.0,3539,963
SPICE,7120274.0,3408,1264
HONOR,16787246.0,2610,829
ROUTE,31439231.0,4075,1110
SHARP,24904199.0,3292,1021
BAWDY,160667.0,2266,936
RADII,575939.0,2935,653
SKULL,4457991.0,2060,857
PHONY,765758.0,2502,1074
ISSUE,128427156.0,3034,634
LAGER,1050146.0,4128,988
SWELL,2213445.0,2808,903
URINE,4903932.0,3836,1170
GASSY,63283.0,2377,1034
TRIAL,56547673.0,3987,999
FLORA,4756211.0,3570,791
UPPER,38341510.0,2958,681
LATCH,1777882.0,3282,789
WIGHT,2190271.0,2290,631
BRICK,8094369.0,2532,969
RETRY,916420.0,3280,971
HOLLY,6834032.0,2280,986
DECAL,2311933.0,3789,725
GRASS,12868953.0,2850,895
SHACK,2739743.0,2715,1078
DOGMA,1016614.0,2747,588
MOVER,2309084.0,3348,965
DEFER,1207925.0,2749,907
SOBER,1672710.0,3828,1230
OPTIC,4558869.0,2992,402
CRIER,374599.0,3272,1261
VYING,348440.0,2129,554
NOMAD,1422041.0,3010,657
FLUTE,4090740.0,3370,1061
HIPPO,1146063.0,2175,435
SHARK,5904454.0,3137,1078
DRIER,679179.0,3190,1174
OBESE,1673406.0,2931,827
BUGLE,583867.0,3002,1009
TAWNY,602308.0,2895,1025
CHALK,2498505.0,2763,923
FEAST,4166016.0,3831,1106
RUDDY,387590.0,2180,798
PEDAL,3763705.0,3679,774
SCARF,3181107.0,3244,887
CRUEL,4180956.0,3784,1103
BLEAT,144793.0,3930,965
TIDAL,2268649.0,3483,742
SLUSH,389608.0,2237,1038
SEMEN,1553302.0,2787,1115
WINDY,2162674.0,2254,853
DUSTY,2339959.0,2680,879
SALLY,5933047.0,2783,1307
IGLOO,397625.0,2449,347
NERDY,431324.0,3517,874
JEWEL,5603871.0,2167,760
SHONE,704369.0,3611,1356
WHALE,5928569.0,3502,1116
HYMEN,341598.0,2930,600
ABUSE,36269685.0,3619,914
FUGUE,400733.0,2235,891
ELBOW,3484326.0,3173,477
CRUMB,673404.0,2434,709
PANSY,420775.0,3005,1117
WELSH,7346867.0,3195,743
SYRUP,3108136.0,2820,688
TERSE,287692.0,3524,1146
SUAVE,336960.0,3491,1323
GAMUT,553397.0,2796,815
SWUNG,867135.0,2211,797
DRAKE,4373046.0,3705,1161
FREED,2683280.0,2749,1015
AFIRE,113772.0,4001,986
SHIRT,40501964.0,3351,1178
GROUT,628986.0,3155,960
ODDLY,1385252.0,2286,662
TITHE,359291.0,3016,911
PLAID,1679093.0,3119,923
DUMMY,3230609.0,1599,789
BROOM,1312361.0,2246,857
BLIND,16485480.0,2632,939
TORCH,3360286.0,3241,878
ENEMY,14084182.0,2543,768
AGAIN,150781416.0,2528,745
TYING,1898217.0,2706,660
PESKY,619402.0,2897,881
ALTER,7831337.0,4547,981
GAZER,129741.0,3452,960
NOBLE,12604679.0,3552,956
ETHOS,946491.0,3767,326
BRIDE,8650665.0,3470,1197
EXTOL,149713.0,3465,484
DECOR,12098868.0,3748,752
HOBBY,8237250.0,1844,792
BEAST,14787561.0,3882,1144
IDIOM,554390.0,2132,494
UTTER,2096533.0,3322,751
THESE,541003982.0,3014,1063
SIXTH,9920054.0,2491,854
ALARM,17059844.0,2904,838
ERASE,3086642.0,3770,1238
ELEGY,295636.0,2680,889
SPUNK,404915.0,2282,886
PIPER,3346631.0,3162,929
SCALY,272847.0,3258,1237
SCOLD,170208.0,3005,928
HEFTY,905281.0,2999,838
CHICK,7771502.0,1742,871
SOOTY,220245.0,2574,1390
CANAL,8278196.0,2739,956
WHINY,225341.0,2248,1038
SLASH,2935535.0,2746,1179
QUAKE,4544481.0,2910,991
JOINT,38827057.0,2752,1000
SWEPT,2612095.0,3186,889
PRUDE,93351.0,3351,1064
HEAVY,37668153.0,3168,1025
WIELD,419233.0,3203,740
FEMME,2521124.0,1775,927
LASSO,573529.0,3112,700
MAIZE,2222076.0,3231,1119
SHALE,769742.0,3976,1399
SCREW,8177263.0,3464,903
SPREE,1218040.0,3160,1329
SMOKY,1818184.0,2371,1065
WHIFF,246582.0,1480,553
SCENT,3277212.0,3675,1017
GLADE,1168016.0,3624,1112
SPENT,29719451.0,3565,1038
PRISM,2648058.0,2916,887
STOKE,2552684.0,3590,1162
RIPER,74056.0,3162,893
ORBIT,5389062.0,3329,775
COCOA,3557169.0,2203,728
GUILT,3623942.0,2891,981
HUMUS,186734.0,1837,433
SHUSH,60031.0,1521,982
TABLE,165341452.0,3930,1093
SMIRK,403780.0,2761,932
WRONG,49156828.0,2727,815
NOISY,3722908.0,3088,1117
ALERT,32472727.0,4547,920
SHINY,3192674.0,2722,1321
ELATE,16161.0,3650,1139
RESIN,4966700.0,4038,714
WHOLE,85202530.0,3280,1053
HUNCH,327195.0,1901,678
PIXEL,8813200.0,3018,827
POLAR,7715471.0,3706,906
HOTEL,297974790.0,3815,932
SWORD,8835685.0,2905,920
CLEAT,371970.0,4125,990
MANGO,2171900.0,2927,682
RUMBA,404980.0,2934,438
PUFFY,3488647.0,1484,750
FILLY,499537.0,2039,974
BILLY,13515249.0,2090,1012
LEASH,1310125.0,3976,942
CLOUT,639706.0,3139,976
DANCE,51147967.0,3646,1124
OVATE,143727.0,3839,923
FACET,1221287.0,3638,1066
CHILI,4553187.0,2248,781
PAINT,21926890.0,3312,1146
LINER,4486145.0,4086,955
CURIO,506765.0,3261,762
SALTY,1196416.0,3512,1284
AUDIO,127014703.0,3257,616
SNAKE,7606395.0,3656,1235
FABLE,1678751.0,3430,1079
CLOAK,1450056.0,3129,916
NAVEL,1503077.0,3646,863
SPURT,325911.0,3125,994
PESTO,521625.0,3745,659
BALMY,210906.0,2711,1021
FLASH,68391647.0,2975,949
UNWED,125824.0,2856,582
EARLY,100013194.0,4242,1065
CHURN,694218.0,2798,787
WEEDY,160228.0,2241,933
STUMP,1357079.0,2544,731
LEASE,17180592.0,3589,1227
WITTY,1753886.0,2017,897
WIMPY,258895.0,1969,758
SPOOF,907481.0,2015,827
SANER,84491.0,4343,1336
BLEND,9680982.0,3192,850
SALSA,4234056.0,2359,1015
THICK,14030556.0,2471,822
WARTY,111349.0,3219,1052
MANIC,1448525.0,3009,737
BLARE,49365.0,4098,1251
SQUIB,112968.0,2113,704
SPOON,4000406.0,2359,931
PROBE,9643801.0,3525,1097
CREPE,768351.0,2967,1114
KNACK,616898.0,2233,676
FORCE,79199815.0,3584,1149
DEBUT,7220643.0,3098,743
ORDER,336631187.0,3273,913
HASTE,1059853.0,3989,1014
TEETH,9769437.0,2346,843
AGENT,57103658.0,3817,763
WIDEN,1178278.0,3060,806
ICILY,21127.0,2285,866
SLICE,4628779.0,3759,1403
INGOT,234052.0,3035,573
CLASH,3531117.0,3221,1012
JUROR,837876.0,2143,712
BLOOD,61348302.0,2142,866
ABODE,1246541.0,3631,890
THROW,15751985.0,2960,605
UNITY,8657709.0,2862,889
PIVOT,1734444.0,2669,776
SLEPT,2370802.0,3708,1045
TROOP,2609404.0,2744,847
SPARE,10009522.0,4135,1304
SEWER,5008805.0,2989,1162
PARSE,3698919.0,4135,1201
MORPH,759670.0,2718,736
CACTI,478989.0,2849,708
TACKY,519106.0,2813,928
SPOOL,1499516.0,2502,956
DEMON,4602331.0,3265,675
MOODY,3776452.0,1886,1062
ANNEX,8465905.0,2815,690
BEGIN,45434902.0,3063,769
FUZZY,5241931.0,1159,715
PATCH,39999745.0,2931,843
WATER,215178488.0,4025,1027
LUMPY,296904.0,2287,747
ADMIN,37835381.0,2927,509
OMEGA,10289113.0,3584,395
LIMIT,38290292.0,2431,760
TABBY,504455.0,2408,897
MACHO,797523.0,2906,553
AISLE,1917319.0,4259,1005
SKIFF,281833.0,1777,702
BASIS,59901425.0,2593,751
PLANK,1265284.0,2839,942
VERGE,1422550.0,2589,945
BOTCH,92410.0,2624,850
CRAWL,2859784.0,3257,951
LOUSY,1095083.0,3027,1066
SLAIN,1281084.0,3602,1159
CUBIC,5774261.0,1891,628
RAISE,21099943.0,4440,1268
WRACK,68820.0,2751,918
GUIDE,213378807.0,3069,1057
FOIST,55908.0,3049,1104
CAMEO,1517437.0,3749,939
UNDER,313296421.0,3559,725
ACTOR,16282891.0,3829,635
REVUE,1290094.0,2745,899
FRAUD,15378751.0,2960,908
HARPY,107008.0,3048,950
SCOOP,5272369.0,2261,836
CLIMB,5697476.0,2457,743
REFER,27099706.0,2356,901
OLDEN,318215.0,3665,764
CLERK,11923960.0,3528,838
DEBAR,52384.0,3775,782
TALLY,1812605.0,2844,1091
ETHIC,1333320.0,3491,347
CAIRN,688283.0,3590,1048
TULLE,336799.0,3141,1030
GHOUL,247064.0,2632,739
HILLY,511265.0,2197,908
CRUDE,5119129.0,3461,1121
APART,16507181.0,2966,910
SCALE,46307526.0,4064,1295
OLDER,44222089.0,3989,846
PLAIN,23747230.0,3299,935
SPERM,5944531.0,3476,795
BRINY,66915.0,2844,1252
ABBOT,992552.0,2737,597
RERUN,763880.0,3166,721
QUEST,14258533.0,3122,809
CRISP,3880385.0,3075,958
BOUND,22303643.0,2465,917
BEFIT,31021.0,3138,850
DRAWN,14827380.0,3032,839
SUITE,44829675.0,3763,1377
ITCHY,1181967.0,2685,559
CHEER,3648929.0,2989,1049
BAGEL,792721.0,3511,1017
GUESS,28743465.0,2674,684
BROAD,21370126.0,3298,963
AXIOM,1495473.0,2751,594
CHARD,459373.0,3127,916
CAPUT,105633.0,3010,894
LEANT,101406.0,4223,1069
HARSH,4087715.0,2927,844
CURSE,3982181.0,3736,1139
PROUD,17167504.0,2874,851
SWING,12734467.0,2415,898
OPINE,103450.0,3591,972
TASTE,17311343.0,3602,1094
LUPUS,1538621.0,2215,447
GUMBO,467464.0,2125,443
MINER,2264812.0,3686,975
GREEN,108287905.0,3010,1007
CHASM,517410.0,2821,861
LIPID,2662396.0,2144,621
TOPIC,149001702.0,2992,674
ARMOR,6001844.0,2941,812
BRUSH,10018684.0,2698,913
CRANE,4888961.0,4150,1375
